0,0.092173445,0.015438173,0.017778636,0.16795929,0.126993596,0.041786262,0.364089043,0.02886306,0.041992736
0.092173445,0,0.007477088,0.009255086,0.064260849,0.024975461,0.027676991,0.223494353,0.014202494,0.023186887
0.015438173,0.007477088,0,0.008162756,0.008712729,0.005476848,0.003216472,0.05669921,0.03253918,0.009672726
0.017778636,0.009255086,0.008162756,0,0.009559037,0.005778993,0.003528903,0.097457111,0.019728871,0.019427777
0.16795929,0.064260849,0.008712729,0.009559037,0,0.063669633,0.060893134,0.17860929,0.01610858,0.021790392
0.126993596,0.024975461,0.005476848,0.005778993,0.063669633,0,0.015017004,0.101151711,0.01003234,0.012828657
0.041786262,0.027676991,0.003216472,0.003528903,0.060893134,0.015017004,0,0.065937074,0.005946794,0.008044345
0.364089043,0.223494353,0.05669921,0.097457111,0.17860929,0.101151711,0.065937074,0,0.114543428,0.369210577
0.02886306,0.014202494,0.03253918,0.019728871,0.01610858,0.01003234,0.005946794,0.114543428,0,0.021301377
0.041992736,0.023186887,0.009672726,0.019427777,0.021790392,0.012828657,0.008044345,0.369210577,0.021301377,0
