-1.6507E-17;6.55625E-05;0.00017059;0.000248246;0.000484399;0.000644167;0.000663263;0.000774019;0.001147025;0.001551221;0.001956691;0.002672149;0.003483087;0.004290206;0.004704587;0.005134244;0.00577141;0.006379932;0.006852236;0.007379282;0.00788214;0.008239233;0.008580413;0.008952146;0.009340429;0.009574035;0.009840104;0.010292676;0.010654225;0.010879556;0.011085155;0.011379868;0.011605836;0.011877634;0.012211811;0.012306654;0.012561902;0.0127605;0.012976283;0.01305203;0.013244262;0.013355018;0.013530063;0.013626179;0.013845145;0.0140552;0.014249978;0.014393833;0.014535779;0.014710825;0.014962254;0.015149393;0.015360721;0.015524946;0.015634429;0.015805655;0.016048173;0.016172296;0.016297055;0.016458734;0.016602589;0.016705707;0.016799913;0.016955227;0.017060254;0.017220023;0.017360059;0.017519828;0.017591756;0.017734975;0.017795445;0.017873102;0.018166541;0.018300213;0.01841988;0.018519815;0.018643938;0.018723504;0.018837443;0.018950745;0.019096511;0.019198355;0.019302746;0.019463788;0.019541444;0.019601278;0.01968339;0.019796693;0.01988708;0.019988288;0.020095225;0.020200889
-1.80554E-17;-5.89426E-06;4.4207E-06;7.36783E-06;0.000156198;0.000244612;0.000249033;0.00027261;0.000377233;0.000419966;0.000658684;0.000596794;0.000807514;0.001224533;0.001623869;0.001408729;0.002298762;0.002357705;0.00270694;0.002836614;0.002957446;0.003184375;0.003370045;0.003514454;0.003887266;0.004117143;0.004267446;0.004220292;0.004529741;0.004681518;0.004746355;0.005114747;0.005396198;0.005459561;0.005699752;0.005992992;0.006177187;0.006259707;0.006315703;0.006367277;0.006382013;0.006555894;0.006890393;0.007046591;0.007574128;0.0077819;0.008085455;0.008361012;0.008661619;0.009156737;0.009507446;0.009948042;0.01031496;0.010606726;0.010945646;0.011153419;0.011390663;0.011586647;0.011871045;0.012075871;0.012291012;0.012442789;0.012613722;0.012697716;0.012970325;0.013132418;0.013424184;0.013676163;0.013835308;0.013997401;0.014168334;0.01428622;0.014367266;0.014610404;0.014757761;0.01498911;0.0151792;0.015274982;0.015409077;0.015578537;0.015826096;0.016045657;0.016238694;0.01644352;0.016685184;0.016806017;0.017006422;0.017178829;0.017486804;0.017684262;0.017781517;0.017844881
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1.17405E-05;2.34809E-05;2.81771E-05;1.40885E-05;4.46137E-05;7.98351E-05;8.21832E-05;8.21832E-05;2.11328E-05;4.46137E-05;0.000281771;0.000434397;0.000683294;0.000744345;0.000908711;0.001047248;0.001066033;0.001279709;0.001624878;0.00177046;0.001960655;0.002073364;0.002143806;0.002977378;0.003794514;0.00541;0.00697148;0.008777162;0.0102048;0.011315447;0.012226506;0.013541437;0.014182465;0.015255543;0.015931793;0.01648829;0.016443676;0.018829336;0.020869827;0.021388755;0.021933511;0.022419566;0.022950235;0.023417505;0.023748585;0.024168893;0.024375525;0.02471365;0.025002465;0.025281888;0.025577748;0.025918221;0.026279827;0.026657869;0.026899722;0.027012431;0.027207322;0.027392821;0.027463264;0.027655808;0.027881224;0.028036198;0.028249874;0.028444766;0.028583303;0.028712448;0.028909688;0.02923842;0.02942392;0.029719779;0.029917018;0.030097821
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.2103E-06;3.2103E-06;1.44572E-17;3.85236E-05;2.56824E-05;6.09958E-05;7.06267E-05;7.06267E-05;6.74164E-05;7.06267E-05;8.02576E-05;9.63091E-05;0.000115571;0.000170146;0.000195829;0.000205459;0.000292138;0.000391657;0.0005297;0.000613168;0.000645271;0.000664533;0.00094704;0.001155709;0.001351538;0.001470319;0.001711092;0.001871607;0.001942234;0.002051384;0.00232105;0.002446251;0.002648501;0.00275123;0.002927797;0.002895694;0.00316536;0.003441446;0.003576278;0.003634064;0.003492811;0.004526528;0.004921396;0.005158958;0.005528143;0.00581065;0.005874856;0.005929431;0.006067474;0.006244041;0.006430238;0.006571492;0.006693483;0.006751269;0.006853999;0.006895733;0.006953518;0.006706325;0.007534583;0.007752884;0.007845982;0.007894137;0.008000077;0.008089966;0.00813812;0.008167013;0.008317897;0.008366052;0.008391734;0.00845915;0.008536198
-5.45489E-18;2.88513E-05;6.49153E-05;5.46113E-05;8.65538E-05;8.34626E-05;6.90369E-05;0.000225658;0.000224628;0.000347245;0.00046059;0.000413191;0.000657396;0.001202479;0.001264303;0.001621853;0.00161567;0.001658947;0.003579617;0.003467303;0.003837217;0.004230831;0.004775913;0.005447735;0.006500806;0.007495144;0.008852184;0.009370476;0.009900103;0.01032978;0.010869711;0.011915569;0.012750194;0.013778536;0.014281372;0.015056234;0.015982566;0.016898593;0.017778556;0.018154653;0.01883987;0.019651827;0.020509122;0.021489034;0.022541074;0.023663182;0.025030526;0.026295859;0.027434454;0.028413335;0.02909237;0.030056827;0.03096152;0.031778628;0.032543187;0.033056327;0.033374721;0.034125884;0.0346009;0.035079006;0.03567767;0.036143411;0.036357735;0.036763713;0.037192361;0.037603491;0.038054807;0.038489637;0.038720447;0.039064601;0.039334566;0.039645748;0.039948686;0.040253685;0.040514377;0.040808041;0.040975997;0.041290269;0.041549931;0.041690065;0.04182917;0.041951787;0.042033189;0.042145503;0.042228966;0.042307276;0.042411347;0.042500992;0.042641126;0.042719437;0.04283072;0.042965703
-2.62241E-17;2.2632E-05;0.000114669;7.54402E-05;5.73345E-05;0.000254988;0.000270076;0.000306287;0.000448115;0.000531099;0.000484326;0.00113462;0.001747194;0.002448787;0.002934622;0.003889694;0.003817272;0.004055663;0.004896066;0.005113334;0.005668573;0.005541834;0.006047283;0.006779052;0.00752591;0.007711493;0.008001183;0.008115852;0.008749549;0.008920044;0.009767991;0.009875116;0.010256844;0.010898085;0.011174196;0.011486518;0.011872772;0.012230358;0.012646788;0.013033041;0.013241256;0.013621474;0.013957938;0.014203872;0.01459767;0.015020135;0.015388283;0.015766993;0.016008401;0.015994822;0.016347882;0.016602869;0.016862384;0.01698007;0.017230532;0.017348218;0.017592644;0.017666576;0.018086023;0.01829122;0.018452662;0.01859449;0.01859449;0.018678983;0.01879516;0.018973199;0.019080324;0.01924931;0.019290048;0.019341347;0.019472613;0.019537491;0.019676301;0.019760794;0.019771356;0.01982869;0.019938833;0.019978062;0.020088205;0.020151574;0.020257191;0.020343192;0.020462388;0.020477476;0.020549898;0.020629865;0.020682673;0.02076264;0.020798851;0.020866747;0.020869765;0.020964819
0;0;0;0;0;0;0;0;0;0;0;0;-2.79114E-06;2.79114E-06;-5.58227E-06;1.9538E-05;7.53607E-05;0.000203753;0.000259576;0.00029586;0.000376803;0.000415879;0.000561018;0.000586139;0.000706158;0.000823385;0.000898746;0.001074588;0.001233682;0.001311834;0.001487676;0.001948213;0.001948213;0.001889599;0.001967751;0.002157548;0.002347346;0.002565054;0.002939067;0.003232136;0.003435889;0.003994116;0.004393249;0.00495985;0.006093051;0.006751759;0.008328751;0.009766186;0.010924508;0.01242614;0.013277436;0.014187347;0.014946536;0.015820161;0.016760774;0.017612071;0.01837126;0.019116494;0.019685886;0.020528809;0.021176352;0.021885301;0.022404452;0.023060369;0.023537654;0.02392004;0.024369412;0.024695975;0.025008583;0.025323981;0.025720323;0.026161322;0.026434853;0.026889809;0.027372675;0.02792532;0.02824351;0.02861194;0.028824066;0.029385085;0.029747932;0.030300577;0.030889507;0.031174203;0.031676608;0.031933392;0.03227112;0.032659088;0.0330331;0.033189404;0.033552251;0.033926264
0;0;0;0;0;0;-2.29219E-05;-2.45592E-06;-2.86524E-05;2.0466E-05;6.38538E-05;0.000110516;7.99537E-05;7.36775E-05;0.000236859;0.000336461;0.000360747;0.000398677;0.000329911;0.000443429;0.000577413;0.000642631;0.00068329;0.000743051;0.000745507;0.000744416;0.000764336;0.000728861;0.000815637;0.000772522;0.000844835;0.000935977;0.001004197;0.001033941;0.001051678;0.00109452;0.001112257;0.001122627;0.001145821;0.001145003;0.001177748;0.001222501;0.001193302;0.001222501;0.001197123;0.001372039;0.001497017;0.001577517;0.001683121;0.00168203;0.001725691;0.001823381;0.001918071;0.001964187;0.001993931;0.002059149;0.002086983;0.002157932;0.002180035;0.002179762;0.002188767;0.002214691;0.00219286;0.002250165;0.002301194;0.002346219;0.002346219;0.002399976;0.002414166;0.002458918;0.002501487;0.002509674;0.002517314;0.002547604;0.002589354;0.002642566;0.002651844;0.002662486;0.002657301;0.00273016;0.002767545;0.00281066;0.002831126;0.002849954;0.002871512;0.002858687;0.002887339;0.00290453;0.002920084;0.002924178;0.00293864;0.002928544
0;0;0;0;0;0;0;0;-2.83785E-06;2.83785E-06;2.83785E-06;9.93246E-06;4.25677E-06;1.8446E-05;2.27028E-05;3.12163E-05;2.97974E-05;6.10137E-05;8.08786E-05;0.000113514;0.000127703;0.000153244;0.000194392;0.000251149;0.000268176;0.000319258;0.000285203;0.000364663;0.00042142;0.000437028;0.000561893;0.000639934;0.00080311;0.000918043;0.001007435;0.001103922;0.001261422;0.001494126;0.001616153;0.001824735;0.001976559;0.002304331;0.00252852;0.002714399;0.003033657;0.00342528;0.003828254;0.004256768;0.004524945;0.004780351;0.005041433;0.005356433;0.005784948;0.005973665;0.00625603;0.006456099;0.006966911;0.006966911;0.006966911;0.006921505;0.007017992;0.007108803;0.007069073;0.007354277;0.00757421;0.007860832;0.008066576;0.008347523;0.008419888;0.008551847;0.008906578;0.009110903;0.009369147;0.009516715;0.009640161;0.009831716;0.010074352;0.01018219;0.010353879;0.01052415;0.010636245;0.010718542;0.0108803;0.011044895;0.0111428;0.011384017;0.011476247;0.011595437;0.011740167;0.011934559;0.012066519;0.012150236
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3.47649E-06;6.95298E-06;5.21473E-06;3.47649E-06;1.3906E-05;4.34561E-05;3.82414E-05;6.77915E-05;6.95298E-05;7.8221E-05;7.8221E-05;8.5174E-05;0.000106033;5.38856E-05;0.000189469;0.000192945;0.000210328;0.000213804;0.000210328;0.000213804;0.000274643;0.000634459;0.001018611;0.001338448;0.001463602;0.001541823;0.001559205;0.001691312;0.001905116;0.001953787;0.0020998;0.002254503;0.002284054;0.00237618;0.002372704;0.002536099;0.002709923;0.002843768;0.00290113;0.003033237;0.003167082;0.003107981;0.003452154;0.003493872;0.003528637;0.003638146;0.003660743;0.00373375;0.003846735;0.003886715;0.004017083;0.004131808;0.00418917;0.004227411;0.004316062;0.004375162;0.004460336;0.004495101;0.004550725;0.004620254;0.004653281;0.004667187;0.004686308;0.004698475;0.004830582;0.004794079;0.004950521;0.004980071;0.005007883;0.005023527;0.005148681;0.005218211;0.005286002;0.005325982;0.00535727;0.005430276
